PlayerId;OverallStats
40581;66
42669;78
47070;77
57939;66
60512;87
101185;82
101355;64
101958;76
102761;73
107553;78
107590;79
108419;68
108695;78
109329;82
110667;78
110803;75
111989;81
113573;80
114105;83
114195;75
117793;78
118038;75
118096;77
118136;76
118195;74
119889;78
34882;82
47242;76
59773;77
63500;80
63605;79
101301;80
102397;80
103404;86
103613;81
104794;85
106588;80
107256;80
108200;80
108693;85
108959;86
110774;88
111207;91
111935;83
113436;83
114782;67
114890;76
114906;84
118340;84
118527;81
33915;78
39270;76
60523;80
61069;77
103505;79
103513;77
103875;86
104008;76
105469;85
107954;78
108699;73
108826;78
110073;73
110679;80
113127;79
113775;65
113890;61
113901;77
114075;72
114891;83
116575;82
116708;74
117043;68
117087;81
118454;79
118680;74
119863;77
120355;80
121310;78
121373;82
44708;79
44840;89
57123;88
59714;83
63474;85
100281;80
100706;83
101028;80
101215;66
103558;73
104337;79
107656;82
107693;68
109396;70
110551;65
111031;64
112514;86
113661;80
113900;88
114117;61
114235;78
114711;70
114975;85
115079;86
118165;58
118335;84
121980;78
122012;80
1073758298;76
4884;74
9211;74
44497;76
45137;73
100527;71
100998;73
101047;75
101075;77
104306;76
106414;60
106416;74
106423;71
110394;75
110491;76
111045;75
111344;77
114663;75
115263;74
115385;73
117961;62
118201;76
118246;68
118294;62
118726;75
122005;74
122265;75
1073857486;74
3613;77
34437;71
42825;73
46741;77
46951;77
57413;71
60614;74
61050;74
102692;77
103701;71
109579;79
112012;76
113357;77
114186;78
114876;79
115176;77
115335;62
115338;71
115937;76
117703;72
118021;73
118592;69
120310;78
32386;66
42917;78
44245;74
59486;81
59797;75
100299;76
103512;81
103830;76
108095;78
109585;72
109911;72
111123;79
112489;82
112978;59
113502;78
114855;77
115228;74
115234;65
117917;76
118171;82
118205;78
118303;75
118491;80
120368;79
122002;79
1073788255;84
42539;75
44702;77
45089;76
59801;84
100400;78
100676;68
101076;82
101288;76
101838;81
104102;72
106863;78
108079;75
109123;78
112212;78
113066;77
114029;79
114626;74
114880;81
114910;79
116211;77
118007;77
118042;79
118174;82
118656;79
121948;83
33266;82
40002;87
40937;80
47184;76
47406;84
47787;80
57740;74
103845;81
107714;82
108662;88
108876;84
110638;79
110644;87
110784;84
110902;83
112906;75
113968;59
114620;83
114762;80
116751;83
117736;87
118381;92
118559;82
121979;73
41124;77
44383;87
57353;82
61230;76
101291;86
102055;82
103003;77
103797;84
104677;85
104710;80
105073;77
107889;81
110718;91
113405;80
113525;85
113911;89
114566;79
115913;77
117047;88
117938;76
117985;71
118092;79
118207;64
118417;81
118571;62
119782;82
35138;72
42308;71
45113;73
46873;75
60201;71
60673;73
60878;74
61058;76
61081;77
100543;75
100621;76
100720;73
100935;75
103291;74
105383;75
107985;77
110725;76
111839;72
114698;74
114699;62
115161;77
115336;74
118191;77
118355;72
118968;79
119135;75
121239;75
9379;79
45993;87
54756;80
104717;81
107635;68
108239;85
109968;79
110626;87
111071;88
111844;85
113960;86
114231;67
114284;83
114619;77
114640;82
114725;83
115262;81
117931;87
118236;91
118392;78
118407;89
118428;71
119130;72
1073857268;77
36627;83
37140;76
38475;74
39936;81
40875;82
44676;81
47374;81
47648;66
100443;74
101097;83
103686;86
107686;81
107904;77
108069;84
108657;87
109124;83
109238;73
111986;80
113626;79
113955;72
114662;85
114835;78
118011;77
121327;75
35479;78
40525;75
56175;76
56184;79
58653;75
100135;66
100219;74
100898;81
107646;75
107819;77
107949;81
113487;87
114059;79
114643;80
114686;72
114937;75
115238;80
115536;67
116803;80
117613;77
117702;79
118226;75
118316;77
118841;78
121307;80
6577;79
