ID;Nombre;Equipo;Liga;Nacionalidad;Posición;media_real;media_decimal;media;error;error_abs;error_decimal;error_decimal_abs;rango_media_real;prediction_status
450;Emerson Sheik;Ponte Preta;Brazilian League;Qatar;CF;73;73,53565108519041;74;1;1;0,535651085190409;0,535651085190409;70-79;ok_calibrated
745;A. Hughes;Free;;Northern Ireland;CB;71;71,45511938936392;71;0;0;0,45511938936391516;0,45511938936391516;70-79;ok_calibrated
811;G. Barry;West Bromwich Albion;English League;England;DMF;77;76,53309739245422;77;0;0;-0,4669026075457765;0,4669026075457765;70-79;ok_calibrated
830;Quim;CD Aves;Portugal League;Portugal;GK;70;70,47481503887643;70;0;0;0,47481503887642873;0,47481503887642873;70-79;ok_calibrated
852;Casillas;FC Porto;Portugal League;Spain;GK;81;80,57394066512177;81;0;0;-0,4260593348782322;0,4260593348782322;80-89;ok_calibrated
983;G. Buffon;Juventus;Italian League;Italy;GK;89;88,89055941033989;89;0;0;-0,10944058966011028;0,10944058966011028;80-89;ok_calibrated
1290;B. Lobonţ;Roma;Italian League;Romania;GK;73;73,2425757464627;73;0;0;0,2425757464627054;0,2425757464627054;70-79;ok_calibrated
1638;Zé Roberto;Palmeiras;Brazilian League;Brazil;LB;75;77,11305627984089;77;2;2;2,1130562798408903;2,1130562798408903;70-79;ok_calibrated
1664;L. Butrón;Alianza Lima;Other Teams (Latin America);Peru;GK;69;69,32684026087279;69;0;0;0,3268402608727854;0,3268402608727854;60-69;ok_calibrated
1680;C. Álvarez;Universidad Católica;Chilean League;Chile;CB;70;70,09969070589987;70;0;0;0,09969070589987439;0,09969070589987439;70-79;ok_calibrated
1697;R. Santa Cruz;Free;;Paraguay;CF;77;77,16454572170483;77;0;0;0,16454572170482606;0,16454572170482606;70-79;ok_calibrated
1700;P. Da Silva;Free;;Paraguay;CB;76;75,85404737971912;76;0;0;-0,1459526202808803;0,1459526202808803;70-79;ok_calibrated
1938;M. Carrick;Manchester United;English League;England;DMF;80;81,47258237956024;81;1;1;1,4725823795602366;1,4725823795602366;80-89;ok_calibrated
2315;N. Burdisso;Torino;Italian League;Argentina;CB;75;75,43966635299002;75;0;0;0,43966635299001666;0,43966635299001666;70-79;ok_calibrated
2489;E. Kawashima;FC Metz;Ligue 1;Japan;GK;74;74,14205157904412;74;0;0;0,14205157904412147;0,14205157904412147;70-79;ok_calibrated
2506;Pepe Reina;Napoli;Italian League;Spain;GK;83;82,57110736659457;83;0;0;-0,42889263340542527;0,42889263340542527;80-89;ok_calibrated
2560;J. Terry;Aston Villa;English 2nd division;England;CB;79;79,73781970262046;80;1;1;0,737819702620456;0,737819702620456;70-79;ok_calibrated
2660;T. Simons;Club Brugge;Other European Teams;Belgium;DMF;71;70,4726695786103;70;-1;1;-0,5273304213897063;0,5273304213897063;70-79;ok_calibrated
2753;C. Rodríguez;C.A. Colón;Argentine League;Argentina;LB;74;74,53364761442715;75;1;1;0,5336476144271529;0,5336476144271529;70-79;ok_calibrated
2951;S. Camara;Montpellier Hérault SC;Ligue 1;Senegal;CF;74;73,83625121154887;74;0;0;-0,16374878845113017;0,16374878845113017;70-79;ok_calibrated
3191;P. Čech;Arsenal;English League;Czech Republic;GK;85;85,63928518518519;86;1;1;0,6392851851851873;0,6392851851851873;80-89;ok_calibrated
3200;C. Kameni;Fenerbahçe SK;Other European Teams;Cameroon;GK;79;78,92802439424564;79;0;0;-0,07197560575436057;0,07197560575436057;70-79;ok_calibrated
3222;M. Stekelenburg;Everton;English League;Netherlands;GK;76;75,81706404514584;76;0;0;-0,18293595485415892;0,18293595485415892;70-79;ok_calibrated
3272;W. Caballero;Chelsea;English League;Argentina;GK;78;77,74200570996105;78;0;0;-0,25799429003895114;0,25799429003895114;70-79;ok_calibrated
3498;J. O'Shea;Sunderland;English 2nd division;Ireland;CB;75;74,91046994608303;75;0;0;-0,08953005391697388;0,08953005391697388;70-79;ok_calibrated
3522;J. Defoe;Bournemouth;English League;England;CF;80;79,98412883881585;80;0;0;-0,015871161184151106;0,015871161184151106;80-89;ok_calibrated
3544;Borja Fernández;Real Valladolid;Spanish 2nd division;Spain;DMF;70;70,55626827796411;71;1;1;0,5562682779641079;0,5562682779641079;70-79;ok_calibrated
3581;G. Loovens;Sheffield Wednesday;English 2nd division;Netherlands;CB;70;69,29082810821231;69;-1;1;-0,7091718917876904;0,7091718917876904;70-79;ok_calibrated
3582;R. van Persie;Feyenoord Rotterdam;Eredivisie;Netherlands;CF;79;79,1759818297399;79;0;0;0,1759818297398965;0,1759818297398965;70-79;ok_calibrated
3603;D. De Rossi;Roma;Italian League;Italy;DMF;83;83,6592720045486;84;1;1;0,6592720045485976;0,6592720045485976;80-89;ok_calibrated
3604;A. Aquilani;UD Las Palmas;Spanish League;Italy;CMF;76;76,05934581498038;76;0;0;0,05934581498037517;0,05934581498037517;70-79;ok_calibrated
3605;C. Bovo;Pescara;Italian 2nd division;Italy;CB;74;72,75540872392317;73;-1;1;-1,2445912760768323;1,2445912760768323;70-79;ok_calibrated
3673;G. Lux;CA River Plate;Argentine League;Argentina;GK;74;73,32906619631433;73;-1;1;-0,6709338036856707;0,6709338036856707;70-79;ok_calibrated
3684;J. Gandolfi;Talleres de Córdoba;Argentine League;Argentina;CB;73;72,81426504289752;73;0;0;-0,18573495710248267;0,18573495710248267;70-79;ok_calibrated
3688;A. Domínguez;Rayo Vallecano;Spanish 2nd division;Argentina;AMF;75;75,5617206749408;76;1;1;0,5617206749408012;0,5617206749408012;70-79;ok_calibrated
3690;M. López;Udinese;Italian League;Argentina;CF;74;74,14212781197182;74;0;0;0,14212781197181812;0,14212781197181812;70-79;ok_calibrated
3712;C. Tevez;CA Boca Juniors;Argentine League;Argentina;CF;80;78,43650761761776;78;-2;2;-1,5634923823822362;1,5634923823822362;80-89;ok_calibrated
3726;J. Herrera;Universidad de Chile;Chilean League;Chile;GK;75;75,03144479095161;75;0;0;0,03144479095161046;0,03144479095161046;70-79;ok_calibrated
3741;Joaquín;Real Betis;Spanish League;Spain;RWF;82;81,42082300828626;81;-1;1;-0,5791769917137373;0,5791769917137373;80-89;ok_calibrated
3848;V. Enyeama;LOSC Lille;Ligue 1;Nigeria;GK;82;81,5749654041918;82;0;0;-0,42503459580819936;0,42503459580819936;80-89;ok_calibrated
3876;J. Villar;Free;;Paraguay;GK;75;76,36267411327947;76;1;1;1,3626741132794677;1,3626741132794677;70-79;ok_calibrated
3882;S. Abreu;Audax Italiano;Chilean League;Uruguay;CF;72;72,64309722283069;73;1;1;0,6430972228306899;0,6430972228306899;70-79;ok_calibrated
3889;W. Ayoví;Free;;Ecuador;LB;74;73,46058871820352;73;-1;1;-0,5394112817964754;0,5394112817964754;70-79;ok_calibrated
3968;R. Weidenfeller;Borussia Dortmund;Other European Teams;Germany;GK;78;77,61948797561074;78;0;0;-0,3805120243892617;0,3805120243892617;70-79;ok_calibrated
3978;Edu Dracena;Palmeiras;Brazilian League;Brazil;CB;75;75,87010250149906;76;1;1;0,870102501499062;0,870102501499062;70-79;ok_calibrated
3997;A. Robben;Free;;Netherlands;RWF;89;88,83317277736315;89;0;0;-0,16682722263685434;0,16682722263685434;80-89;ok_calibrated
4006;S. Taylor;Southampton;English League;England;GK;68;68,1821657883288;68;0;0;0,1821657883288026;0,1821657883288026;60-69;ok_calibrated
4012;P. Crouch;Stoke City;English League;England;CF;75;75,88453282208202;76;1;1;0,8845328220820221;0,8845328220820221;70-79;ok_calibrated
4016;J. Plašil;Girondins de Bordeaux;Ligue 1;Czech Republic;CMF;76;76,97143285239304;77;1;1;0,9714328523930362;0,9714328523930362;70-79;ok_calibrated
4019;C. Carrasso;Galatasaray SK;Other European Teams;France;GK;78;77,46593161179305;77;-1;1;-0,534068388206947;0,534068388206947;70-79;ok_calibrated
4059;M. Brighi;Empoli FC;Italian 2nd division;Italy;CMF;73;73,41712483952618;73;0;0;0,4171248395261813;0,4171248395261813;70-79;ok_calibrated
4063;D. Bonera;Villarreal;Spanish League;Italy;CB;75;75,82954352307658;76;1;1;0,8295435230765804;0,8295435230765804;70-79;ok_calibrated
4070;F. Navarro;Deportivo La Coruña;Spanish League;Spain;LB;75;75,16213855769084;75;0;0;0,16213855769083807;0,16213855769083807;70-79;ok_calibrated
4073;Iniesta;FC Barcelona;Spanish League;Spain;CMF;87;87,59980585057333;88;1;1;0,5998058505733326;0,5998058505733326;80-89;ok_calibrated
4152;W. Rooney;Everton;English League;England;AMF;80;79,26688115406233;79;-1;1;-0,7331188459376676;0,7331188459376676;80-89;ok_calibrated
4193;F. Coloccini;San Lorenzo;Argentine League;Argentina;CB;74;74,75717410463842;75;1;1;0,7571741046384233;0,7571741046384233;70-79;ok_calibrated
4208;Fernando Torres;Atlético de Madrid;Spanish League;Spain;CF;81;81,24701881703714;81;0;0;0,24701881703714434;0,24701881703714434;80-89;ok_calibrated
4288;J. Bréchet;Gazelec FC Ajaccio;Ligue 2;France;CB;73;73,39880351003802;73;0;0;0,3988035100380216;0,3988035100380216;70-79;ok_calibrated
4294;F. Balmont;Dijon FCO;Ligue 1;France;CMF;73;73,1260476509821;73;0;0;0,1260476509821018;0,1260476509821018;70-79;ok_calibrated
4295;R. Vercoutre;Stade Malherbe Caen;Ligue 1;France;GK;74;73,6973954383435;74;0;0;-0,3026045616564943;0,3026045616564943;70-79;ok_calibrated
4325;C. Terzi;Spezia;Italian 2nd division;Italy;CB;73;72,82143147410275;73;0;0;-0,1785685258972478;0,1785685258972478;70-79;ok_calibrated
4339;D. Dainelli;Chievo;Italian League;Italy;CB;76;75,88764117371785;76;0;0;-0,1123588262821471;0,1123588262821471;70-79;ok_calibrated
4376;S. Pellissier;Chievo;Italian League;Italy;CF;75;75,21757809079216;75;0;0;0,21757809079215917;0,21757809079215917;70-79;ok_calibrated
4395;A. Caracciolo;Brescia;Italian 2nd division;Italy;CF;72;72,76554607585497;73;1;1;0,7655460758549708;0,7655460758549708;70-79;ok_calibrated
4410;D. Pizarro;Universidad de Chile;Chilean League;Chile;DMF;74;73,84131113205022;74;0;0;-0,15868886794977755;0,15868886794977755;70-79;ok_calibrated
